,0,1
1560,消費者の判断を誤らせて契約を結ばせる手法の総称は？,悪質商法(悪徳商法)
1561,通行人に対して調査という口実で近づき無理やり売買契約をさせる販売方法。悪徳商法の1つ。,キャッチセールス
1562,企業が販売員を組織しその販売員が新しい販売員をねずみ算式に増やしながら商品を販売する方法。悪徳商法の1つ。,マルチ商法
1563,電話や郵便などで約束させ事務所などに呼び出し強引に商品を売りつける販売方法。悪徳商法の1つ。,アポイントメントセールス
1564,1962年に消費者の4つの権利を訴えたアメリカ大統領は？,ジョン・F・ケネディ
1565,1920年に設立された国際平和機構は？,国際連盟
1566,十四か条の平和原則で国際機関の設立を呼び掛けた当時のアメリカ大統領は？,ウィルソン
1567,国際連盟の本部が置かれた都市は？,ジュネーブ(スイス)
1568,国際連盟設立時の常任理事国は？,イギリス、フランス、イタリア、日本
1569,国際連盟事務次長を務めた日本人は？,新渡戸稲造
1570,日本が国際連盟を脱退表明しその場を退席した人物は？,松岡洋右(まつおかようすけ)
1571,国際連盟に代わって1945年に設立した国際平和機関は？,"国際連合(UN,国連)"
1572,1の本部が置かれている都市は？,ニューヨーク
1573,国連における5大国(常任理事国)とは？,アメリカ・イギリス・フランス・ロシア(ソ連)・中国
1574,国際連合の主要機関で全加盟国からなる機関は？,総会
1575,国際連合の主要機関で常任理事国5ヶ国と非常任理事国10ヶ国からなる世界の平和と安全の維持に責任を負う機関は？,安全保障理事会(安保理)
1576,常任理事国が持つ権限で一国でも反対すれば決定できない権限。,拒否権
1577,国連の司法機関は？,国際司法裁判所
1578,7の本部はどこの国の何という都市,オランダのハーグ
1579,国際連合児童基金の略称は？,UNICEF(ユニセフ)
1580,国際連合教育科学文化機関の略称は？,UNESCO(ユネスコ)
1581,世界保健機関の略称は？,WHO
1582,国際通貨基金の略称は？,IMF
1583,国際労働機関の略称は？,ILO
1584,国連平和維持活動の略称は？,PKO
1585,国連平和維持軍の略称は？,PKF
1586,世界貿易機関の略称は？,WTO
1587,非政府組織の略称は？,NGO
1588,国際貿易開発会議の略称は？,UNCTAD
1589,国際原子力機関の略称は？,IAEA
1590,国際刑事警察機構の略称は？,ICPO
1591,石油輸出国機構の略称は？,OPEC(オペック)
1592,2013年現在28ヶ国が加盟しているヨーロッパの地域連合,"EU(欧州連合,ヨーロッパ連合)"
1593,東南アジア10ヶ国の地域協力機構,"ASEAN(アセアン,東南アジア諸国連合)"
1594,アメリカやヨーロッパ諸国によって形成された軍事同盟,"NATO(ナトー,北大西洋条約機構)"
1595,3に対抗してソ連を中心に東ヨーロッパによって形成された軍事同盟,WTO(ワルシャワ条約機構)
1596,アメリカ・カナダ・メキシコによる自由貿易協定,"USMCA(米国・メキシコ・カナダ協定/2020年～)←(NAFTA(ナフタ,北米自由貿易協定/2020年失効)"
1597,環太平洋地域の経済協力の枠組み,APEC(アジア太平洋経済協力)
1598,環太平洋地域の国々のよる自由貿易を目指した協定。,TPP(環太平洋戦略的経済連携協定)
1599,アフリカの国家統合体。,AU(アフリカ連合)
1600,ソ連崩壊時に旧ソ連地域9ヶ国で結成されている共同体,CIS(独立国家共同体)
1601,毎年開催される国際的な首脳会議,サミット(主要国首脳会議)
1602,10の参加国をまとめて何という？,G7(←G8)
1603,11の国をすべて書きなさい,アメリカ・カナダ・イギリス・ドイツ・フランス・イタリア・日本(G8時はロシア)
1604,核兵器をもたず・つくらず・もつこませずの3つの原則は？,非核三原則
1605,1963年アメリカ・イギリス・ソ連で結ばれた大気圏・宇宙空間・水中の核実験を禁止した条約は？,部分的核実験停止条約
1606,1968年国連総会で採択された核を保有していない国が核をこれから持つこと、核を保有している国が持っていない国に譲ることを禁止した条約といえば？,核拡散防止条約(NPT)
1607,1987年アメリカとソ連間で結ばれた核軍縮条約は？,中距離核戦力全廃条約(INF全廃条約)
1608,1996年国連で採択された加盟国がすべての核実験を禁止するという条約は？,包括的核実験禁止条約(CTBT)
1609,1955年に広島で第一回の大会が開かれた反原爆会議は？,原水爆禁止世界大会
1610,核保有国と考えられる国は？,アメリカ・ロシア・イギリス・フランス・インド・パキスタン・北朝鮮・(イスラエル)
1611,先進国と発展途上国との間の経済格差・政治・社会的問題のことを何というか？,南北問題
1612,同じ発展途上国間で資源の持っている国とそうでない国の経済格差・政治・社会的問題のことを何というか？,南南問題
1613,1955年アジア、アフリカの国々によってインドネシアで開かれた国際会議は？平和十原則が採択された。,アジア・アフリカ会議(バンドン会議)
1614,先進国が発展途上国にする経済援助のことを何というか？,ODA(政府開発援助)
1615,発展途上国の中で特に工業化が進み、経済成長の著しい国や地域の総称は？,"NIES(ニーズ,新興工業経済地域)"
1616,アジアニーズと呼ばれる地域を4つ答えなさい。,韓国・台湾・香港・シンガポール
1617,発展途上国が抱える特定の生産品にだけに依存した経済構造は？,モノカルチャー経済
1618,経済発展が著しいBRICSと呼ばれる5つの国は？,"ブラジル,ロシア,インド,中国,南アフリカ共和国"
1619,地球の平均気温が上昇している現象を何というか？,地球温暖化(global warming)
1620,暖められた地表が保温効果を持つガスにより熱が宇宙空間へ逃げていかず、地表が保温される現象は？,温室効果(greenhouse effect)
1621,晴れた夜、暖められた熱が宇宙空間へ放出され気温が下がる現象は？,放射冷却(放射冷却現象)
1622,2の現象をもたらす気体のことを何という？,温室効果ガス(greenhouse effect gas)
1623,4の具体的な気体は？,"二酸化炭素,メタン,フロン,亜酸化窒素etc"
1624,1997年の第三回気候変動枠組条約締結国会議で採択された温室効果ガスの削減をめざす国際的な取り決めは？,京都議定書
1625,大気汚染の影響で酸性の雨が降る現象。環境問題の1つ。,酸性雨(acid rain)
1626,1の原因物質は？,"硫黄酸化物(SOx),窒素酸化物(NOx)"
1627,日本ではpHの値が何以下のときに酸性雨と呼んでいるか。,5.6
1628,3の基準となる値は水に何が溶けた時のpHか?,二酸化炭素(※飽和した炭酸水のpH)
1629,原因物質のSOxの主な発生ルートは？,①化石燃料の燃焼②火山ガス
1630,原因物質のNOxの主な発生ルートは？,①排気ガス(主にディーゼルエンジン)②雷③微生物による分解
1631,オゾン層で多くを吸収してくれる生物に有害な短波長の光は？,"紫外線(UV,ultraviolet)"
1632,南極上空のオゾン濃度の減少にできたものは？,オゾンホール(Ozone hole)
1633,オゾンを化学式で書くと？,O3
1634,"オゾン層破壊の原因物質や温室効果ガスで知られるハロゲン(F,Cl,Br)を含む化合物の総称は？",フロンガス
1635,1987年に特定フロン等の全廃を採択された議定書は？,モントリオール議定書
1636,絶滅のおそれのある野生生物のリストのこと,レッドリスト
1637,絶滅のおそれのある野生動植物の種の国際取引に関する条約の通称。,ワシントン条約
1638,1971年に採択された、水鳥の保護に関する条約。,ラムサール条約
1639,塩素系のごみ焼却の不完全燃焼で発生する猛毒の化学物質は?,ダイオキシン
1640,環境中に存在している物質が生体内でホルモンのように作用する物質の総称は?,環境ホルモン
1641,自然界の排出をゼロにするという考え方は？,ゼロエミッション
1642,日本の1960年代に相次いだ4大公害といえば？,"水俣病,新潟水俣病,四日市ぜんそく,イタイイタイ病"
1643,予め事業が環境に与える影響を予測・評価することを何というか？,環境アセスメント
1644,1967年に制定された公害防止に関する法律といえば？,公害対策基本法
1645,1993年に制定された環境対策のため定められた法律といえば？,環境基本法
1646,キリスト教の始祖は？,イエス・キリスト
1647,初代キリスト教会を正統とする教会,カトリック(ローマ・カトリック教会)
1648,ルターやカルバンなどの宗教改革により分離したキリスト教の総称,プロテスタント
1649,キリスト教の三大分流派の1つ。主にロシア・中東・東欧に広まった。,"ギリシャ正教(正教会,東方正教会)"
1650,カトリック教会の司祭の尊称は？,神父
1651,プロテスタントの教職者のこと,牧師
1652,バチカン市国にある世界遺産に登録されているカトリック教会の総本山の建物は,サン・ピエトロ大聖堂
1653,キリスト教の正典の1つ。1世紀～2世紀にキリスト教徒によって書かれた,新約聖書
1654,"キリスト教,ユダヤ教の正典",旧約聖書
1655,キリスト教の聖地の1つ。イエスが処刑され復活したとされる地。,エルサレム
1656,12使徒の1人。ローマ教会初代教皇,ペテロ
1657,当初キリスト教を迫害する立場であったがイエスの死後、キリスト教の発展に貢献した。新約聖書の著者の一人。,パウロ
1658,主に中東に広がった世界三大宗教の1つ。,イスラム教
1659,イスラム教の開祖は？,ムハンマド(マホメット)
1660,予言者ムハンマドが亡くなった後のイスラム教の最高指導者の称号は？,カリフ
1661,ムハンマドが生まれたイスラム教の聖地は？,メッカ
1662,イスラム教スンニ派の礼拝の数は1日に何回か？,5回(シーア派は3回)
1663,メッカにあるイスラム教で最も聖なる場所は？,カーバ神殿
1664,イスラム教の寺院や礼拝堂のことを何というか？,モスク
1665,イスラム教の多数派を占める宗派といえば？,スンニ派
1666,イスラム教の宗派の1つ。イランの宗派といえば？,シーア派
1667,イスラム歴での9月に夜明けから日没まで断食を行うことを何というか？,ラマダン(ラマダーン)
1668,イスラム教で聖戦(努力する)を意味する言葉といえば？,ジハード
1669,イスラム教で飲食が禁止されているものといえば？,"豚肉,お酒,死肉"
1670,イスラム教の聖典は？,コーラン(クルアーン)
1671,イスラム教の唯一神と言えば？,アラー(アッラー)
1672,仏教の開祖は？,"ガウタマ・シッダールタ(シャカ,ブッダ)"
1673,万民平等の仏教が誕生するきっかけとなったこれまでインドに広まっていた宗教は？,バラモン教
1674,シャカの死後、戒律を厳格に遵守し教団の維持すべきだと考えた人たちといえば？,上座部
1675,シャカの死後、細かい戒律にとらわれずにいた3と反対の立場の人たちといえば？,大衆部
1676,主に中国・朝鮮・日本に広まった仏教の総称といえば？,大乗仏教(北伝仏教)
1677,主に東南アジアに広まった仏教の総称といえば？,"上座部仏教(南伝仏教,小乗仏教)"
1678,世界のヒンズー教の信者の大部分を占めている国は？,インド
1679,ヒンズー教で神の使いとされる動物は？(その肉は食べることができない),牛
1680,ヒンズー教の聖なる川として沐浴される川は？,ガンジス川
1681,ヒンズー教の元となったそれまでインドにあった宗教。ヴェーダなどの聖典がある。,バラモン教
1682,ヒンズー教の宇宙の創造を司る神は？,ブラフマー
1683,ヒンズー教の宇宙の維持を司る神は？,ヴィシュヌ神
1684,ヒンズー教の創造と破壊の神は？,シヴァ神
1685,ヒンズー教の聖典を二つ答えなさい。,"マハーバーラタ,ラーマーヤナ"
1686,ユダヤ教の唯一の神は？,ヤハウェ
1687,ユダヤ教の聖書でありキリスト教の聖書でもあるものは？,旧約聖書(タナハ)
1688,2は何語で書かれているか？,ヘブライ語
1689,ユダヤ教の救世主のこと。,メシア
1690,神ヤハウェにより十戒を授けられたとされるイスラエル民族指導者は?,モーセ(モーゼ)
1691,日本の宗教の一つで八百万の神を見出す多神教といえば？,神道
1692,孔子を始祖とした宗教は？主に朝鮮に浸透した。,儒教
1693,1830年にアメリカで誕生したキリスト教系の新宗教は？本部はソルトレイクシティー。,モルモン教(末日聖徒イエス・キリスト教会)
1694,古代インドの民族宗教は？ヒンドゥー教に継承された。,バラモン教
1695,紀元前7世紀頃のササン朝ペルシャの国教となった宗教は？ユダヤ教やキリスト教に大きな影響を与えた。,ゾロアスター教(拝火教)
1696,ヴァルダマーナが開祖であるインドの宗教は？厳しい苦行と不殺生主義で知られる。,ジャイナ教
